name		Dudley
	hitfx	data/sounds/bukk.wav
	hitflash	qflash2
	delay	7
	offset	54 105
	frame	data/chars/Dudley/run05.gif
	offset	65 97
	frame	data/chars/Dudley/run06.gif
	delay	10
	offset	53 73
	#@cmd	stop
	frame	data/chars/Dudley/run07.gif
	delay	2
	#@CMD	spawn02 "flash3"
	#@cmd	spawn01 "flash4" -25 40 1
	offset	42 74
	frame	data/chars/Dudley/spf04.gif
	sound	data/chars/Dudley/sp1.wav
	offset	45 72
	frame	data/chars/Dudley/spf05.gif
	frame	data/chars/Dudley/spf06.gif
	offset	45 80
	frame	data/chars/Dudley/spf07.gif
	offset	45 88
	Attack2	61 17 53 35 11 0 0 0 11
	frame	data/chars/Dudley/spf08.gif
	offset	43 93
	Attack	0
	frame	data/chars/Dudley/spf09.gif
	offset	47 95
	frame	data/chars/Dudley/spf10.gif
	offset	45 94
	frame	data/chars/Dudley/spf11.gif
	offset	40 87
	frame	data/chars/Dudley/spf12.gif
	offset	41 81
	frame	data/chars/Dudley/spf13.gif
	offset	41 74
	frame	data/chars/Dudley/spf14.gif
	offset	41 69
	frame	data/chars/Dudley/spf15.gif
	frame	data/chars/Dudley/spf16.gif
	offset	42 72
	frame	data/chars/Dudley/spf17.gif
	offset	43 76
	Attack	79 11 51 42 11 0 0 0 11
	frame	data/chars/Dudley/spf18.gif
	offset	44 82
	Attack	0
	frame	data/chars/Dudley/spf19.gif
	offset	44 88
	frame	data/chars/Dudley/spf20.gif
	offset	43 89
	frame	data/chars/Dudley/spf21.gif
	offset	42 87
	frame	data/chars/Dudley/spf22.gif
	offset	42 74
	frame	data/chars/Dudley/spf04.gif
	offset	45 72
	frame	data/chars/Dudley/spf05.gif
	frame	data/chars/Dudley/spf06.gif
	offset	45 80
	frame	data/chars/Dudley/spf07.gif
	offset	45 88
	Attack2	61 17 53 35 11 0 0 0 11
	frame	data/chars/Dudley/spf08.gif
	offset	43 93
	Attack	0
	frame	data/chars/Dudley/spf09.gif
	offset	47 95
	frame	data/chars/Dudley/spf10.gif
	offset	45 94
	frame	data/chars/Dudley/spf11.gif
	offset	40 87
	frame	data/chars/Dudley/spf12.gif
	offset	41 81
	frame	data/chars/Dudley/spf13.gif
	offset	41 74
	frame	data/chars/Dudley/spf14.gif
	offset	41 69
	frame	data/chars/Dudley/spf15.gif
	frame	data/chars/Dudley/spf16.gif
	offset	42 72
	frame	data/chars/Dudley/spf17.gif
	offset	43 76
	Attack	79 11 51 42 11 0 0 0 11
	frame	data/chars/Dudley/spf18.gif
	offset	44 82
	Attack	0
	frame	data/chars/Dudley/spf19.gif
	offset	44 88
	frame	data/chars/Dudley/spf20.gif
	offset	43 89
	frame	data/chars/Dudley/spf21.gif
	offset	42 87
	frame	data/chars/Dudley/spf22.gif
	offset	42 74
	frame	data/chars/Dudley/spf04.gif
	offset	45 72
	frame	data/chars/Dudley/spf05.gif
	frame	data/chars/Dudley/spf06.gif
	offset	45 80
	frame	data/chars/Dudley/spf07.gif
	offset	45 88
	Attack2	61 17 53 35 11 0 0 0 11
	frame	data/chars/Dudley/spf08.gif
	offset	43 93
	Attack	0
	frame	data/chars/Dudley/spf09.gif
	offset	47 95
	frame	data/chars/Dudley/spf10.gif
	offset	45 94
	frame	data/chars/Dudley/spf11.gif
	offset	40 87
	frame	data/chars/Dudley/spf12.gif
	offset	41 81
	frame	data/chars/Dudley/spf13.gif
	offset	41 74
	frame	data/chars/Dudley/spf14.gif
	offset	41 69
	frame	data/chars/Dudley/spf15.gif
	frame	data/chars/Dudley/spf16.gif
	offset	42 72
	frame	data/chars/Dudley/spf17.gif
	offset	43 76
	Attack	79 11 51 42 11 0 0 0 11
	frame	data/chars/Dudley/spf18.gif
	offset	44 82
	Attack	0
	frame	data/chars/Dudley/spf19.gif
	offset	44 88
	frame	data/chars/Dudley/spf20.gif
	offset	43 89
	frame	data/chars/Dudley/spf21.gif
	offset	42 87
	frame	data/chars/Dudley/spf22.gif
	hitfx	data/sounds/sf2h.wav
	hitflash	qflash2
	delay	2
	offset	42 73
	bbox	46 11 52 62
	frame	data/chars/Dudley/at400.gif
	offset	42 77
	frame	data/chars/Dudley/at401.gif
	offset	42 76
	frame	data/chars/Dudley/at402.gif
	offset	42 84
	bbox	61 3 46 82
	frame	data/chars/Dudley/at403.gif
	offset	42 89
	bbox	57 6 40 83
	frame	data/chars/Dudley/at404.gif
	offset	42 94
	Attack	94 17 40 36 19 1 0 0 33
	dropv	4.5 2
	frame	data/chars/Dudley/at405.gif
	offset	42 115
	bbox	51 25 42 92
	Attack	92 1 42 88 19 1 0 0 33
	dropv	4.5 2
	frame	data/chars/Dudley/at406.gif
	offset	42 122
	Attack	84 4 50 85 19 1 0 0 33
	dropv	4.5 2
	frame	data/chars/Dudley/at407.gif
	delay	8
	offset	42 120
	Attack	0
	frame	data/chars/Dudley/at408.gif
	delay	5
	offset	42 116
	frame	data/chars/Dudley/at409.gif
	offset	42 95
	bbox	46 5 43 92
	frame	data/chars/Dudley/at410.gif
	offset	42 82
	bbox	39 6 47 74
	frame	data/chars/Dudley/at411.gif
	
anim	freespecial5
	hitfx	data/sounds/sf2h.wav
	hitflash	qflash2
	energycost	50
	#mponly	1
	#@cmd	spawn02 "flash3"
	#@cmd	spawn01 "flash4" 20 70 1
	delay	4
	offset	50 106
	frame	data/chars/Dudley/sp601.gif
	offset	50 104
	frame	data/chars/Dudley/sp602.gif
	offset	50 105
	frame	data/chars/Dudley/sp603.gif
	frame	data/chars/Dudley/sp604.gif
	frame	data/chars/Dudley/sp605.gif
	sound	data/chars/Dudley/counter.wav
	offset	50 97
	frame	data/chars/Dudley/sp606.gif
	#@cmd	dasher 4 0 0
	frame	data/chars/Dudley/sp607.gif
	offset	50 92
	frame	data/chars/Dudley/sp608.gif
	frame	data/chars/Dudley/sp609.gif
	offset	50 99
	Attack	1 14 198 15 55 1 0 0 30
	frame	data/chars/Dudley/sp610.gif
	#@cmd	dasher 2 0 0
	frame	data/chars/Dudley/sp611.gif
	Attack	3 12 159 20 55 1 0 0 30
	frame	data/chars/Dudley/sp612.gif
	#@cmd	stop
	frame	data/chars/Dudley/sp613.gif
	Attack	0
	frame	data/chars/Dudley/sp614.gif
	frame	data/chars/Dudley/sp615.gif
	frame	data/chars/Dudley/sp616.gif
	frame	data/chars/Dudley/sp617.gif

anim	freespecial7
	hitflash	qflash
	cancel	8 17 1 d u a freespecial2
	cancel	8 17 1 d u s freespecial
	delay	3
	offset	50 93
	bbox	37 5 40 86
	frame	data/chars/Dudley/spb00.gif
	Attack	79 9 70 16 6 0 0 0 20
	frame	data/chars/Dudley/spb01.gif
	Attack	0
	frame	data/chars/Dudley/spb02.gif
	offset	50 95
	frame	data/chars/Dudley/spb03.gif
	offset	50 99
	frame	data/chars/Dudley/spb04.gif
	offset	50 102
	frame	data/chars/Dudley/spb09.gif
	offset	50 100
	frame	data/chars/Dudley/spb10.gif
	offset	50 99
	frame	data/chars/Dudley/spb11.gif
	bbox	43 4 45 94
	Attack2	83 21 53 27 8 0 0 0 20
	frame	data/chars/Dudley/spb12.gif
	Attack	0
	frame	data/chars/Dudley/spb13.gif
	offset	50 98
	frame	data/chars/Dudley/spb14.gif
	offset	50 91
	frame	data/chars/Dudley/spb15.gif
	offset	50 92
	frame	data/chars/Dudley/spb16.gif
	offset	50 93
	frame	data/chars/Dudley/spb17.gif
	offset	50 94
	frame	data/chars/Dudley/spb18.gif
	hitflash	qflash2
	hitfx	data/sounds/sf2h.wav
	offset	50 96
	Attack	81 16 53 29 17 1 0 0 40
	dropv	2 3
	frame	data/chars/Dudley/spb19.gif
	Attack	0
	frame	data/chars/Dudley/spb20.gif
	offset	50 93
	frame	data/chars/Dudley/spb21.gif
	offset	50 89
	frame	data/chars/Dudley/spb22.gif

anim	freespecial8
	sound	data/chars/Dudley/gotya.wav
	Delay	10
	OffSet	49 115
	Frame	data\chars\dudley\spx00.gif
	OffSet	54 115
	Frame	data\chars\dudley\spx01.gif
	OffSet	53 116
	Frame	data\chars\dudley\spx02.gif
	#@cmd	tosser "rose" 20 123 -1 2 2.2 0
	OffSet	53 135
	Frame	data\chars\dudley\spx03.gif
	OffSet	56 135
	Frame	data\chars\dudley\spx04.gif
	delay	40
	Frame	data\chars\dudley\spx05.gif
	Delay	7
	OffSet	45 99
	Frame	data\chars\dudley\death00.gif
	sound	data/chars/Dudley/die2.wav
	OffSet	51 80
	Frame	data\chars\dudley\death01.gif
	OffSet	57 59
	Frame	data\chars\dudley\death02.gif
	OffSet	53 59
	Frame	data\chars\dudley\death03.gif
	OffSet	51 57
	Frame	data\chars\dudley\death04.gif
	OffSet	56 53
	Frame	data\chars\dudley\death05.gif
	OffSet	59 58
	Frame	data\chars\dudley\death06.gif
	OffSet	68 45
	Frame	data\chars\dudley\death07.gif
	OffSet	76 54
	Frame	data\chars\dudley\death08.gif
	OffSet	86 35
	Frame	data\chars\dudley\death09.gif
	OffSet	82 38
	Frame	data\chars\dudley\death10.gif
	OffSet	81 32
	Frame	data\chars\dudley\death11.gif
	OffSet	85 32
	Frame	data\chars\dudley\death12.gif
	OffSet	83 44
	Frame	data\chars\dudley\death13.gif
	OffSet	86 34
	Frame	data\chars\dudley\death14.gif
	Frame	data\chars\dudley\death15.gif
	Frame	data\chars\dudley\death16.gif

anim	FOLLOW2
	hitfx	data/sounds/sf2h.wav
	hitflash	qflash2
	delay	3
	offset	50 101
	bbox	33 3 43 105
	#@cmd	dasher 2 0 0
	frame	data/chars/Dudley/sp100.gif
	offset	50 90
	bbox	33 8 51 82
	frame	data/chars/Dudley/sp101.gif
	#@cmd	dasher 1.8 0 0
	frame	data/chars/Dudley/sp102.gif
	sound	data/chars/Dudley/at3.wav
	offset	50 91
	frame	data/chars/Dudley/sp103.gif
	#@cmd	stop
	offset	50 92
	frame	data/chars/Dudley/sp104.gif
	#@cmd	counterCo 2
	offset	50 93
	frame	data/chars/Dudley/sp105.gif
	blast	79 10 77 15 18 0 0 30
	frame	data/chars/Dudley/sp106.gif
	frame	data/chars/Dudley/sp107.gif
	offset	50 90
	Attack	0
	frame	data/chars/Dudley/sp108.gif
	offset	50 88
	frame	data/chars/Dudley/sp109.gif
	offset	50 93
	frame	data/chars/Dudley/sp110.gif
	offset	50 101
	frame	data/chars/Dudley/sp111.gif
	offset	50 107
	bbox	34 3 37 103
	frame	data/chars/Dudley/sp112.gif
	offset	50 109
	bbox	30 8 35 100
	frame	data/chars/Dudley/sp113.gif
	offset	50 104
	frame	data/chars/Dudley/sp114.gif

anim	follow4
	sound	data/chars/Dudley/die.wav
	jumpframe	0 3 -3
	landframe	4
	delay	13
	offset	47 106
	frame	data/chars/Dudley/fall00.gif
	offset	69 82
	frame	data/chars/Dudley/fall01.gif
	offset	70 67
	frame	data/chars/Dudley/fall02.gif
	delay	70
	offset	81 46
	frame	data/chars/Dudley/fall03.gif
	offset	86 33
	frame	data/chars/Dudley/fall04.gif
